budget_key,ci95_high,ci95_low,ci_method,ci_status,ci_unit,contrast,depth_stratum,df,family,mean,metric,multiplicity,n_instances,representation,scope,sd,study,zero_depth_instance_count
equal_2q_budget_128,0.46457269041681676,-0.3489415096725416,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,independence_minus_cold,positive_depth_only,4,cubic_spin_glass,0.05781559037213757,original_objective_mean,unadjusted_exploratory,5,fully_quadratized,all_designs_diagnostic,0.3275903147978106,original_e4,0
equal_2q_budget_128,2.878847546240331,-8.576005294494541,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,independence_minus_cold,positive_depth_only,4,cubic_spin_glass,-2.848578874127105,encoded_energy_mean,unadjusted_exploratory,5,fully_quadratized,all_designs_diagnostic,4.612702332235563,original_e4,0
equal_2q_budget_128,0.01322755325769542,-0.01895040722497687,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,independence_minus_cold,positive_depth_only,4,cubic_spin_glass,-0.002861426983640725,optimum_hit_rate,unadjusted_exploratory,5,fully_quadratized,all_designs_diagnostic,0.012957595826738187,original_e4,0
equal_2q_budget_128,0.054910666416850516,-0.11532057959083336,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,independence_minus_cold,positive_depth_only,4,cubic_spin_glass,-0.030204956586991426,auxiliary_inconsistency_rate,unadjusted_exploratory,5,fully_quadratized,all_designs_diagnostic,0.06854964235652582,original_e4,0
equal_2q_budget_128,6.179671637403934e-16,-2.182868748753371e-16,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,independence_minus_cold,positive_depth_only,4,cubic_spin_glass,1.9984014443252818e-16,statevector_norm,unadjusted_exploratory,5,fully_quadratized,all_designs_diagnostic,3.3674731643402955e-16,original_e4,0
equal_2q_budget_128,0.4763800432725038,-0.24613080365561563,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,positive_depth_only,4,cubic_spin_glass,0.11512461980844406,original_objective_mean,unadjusted_exploratory,5,fully_quadratized,all_designs_diagnostic,0.2909445904742868,original_e4,0
equal_2q_budget_128,4.78275813394594,-5.672347282776277,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,positive_depth_only,4,cubic_spin_glass,-0.44479457441516884,encoded_energy_mean,unadjusted_exploratory,5,fully_quadratized,all_designs_diagnostic,4.210118611736729,original_e4,0
equal_2q_budget_128,0.017022326916281947,-0.014404402071493022,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,positive_depth_only,4,cubic_spin_glass,0.0013089624223944622,optimum_hit_rate,unadjusted_exploratory,5,fully_quadratized,all_designs_diagnostic,0.012655085849810418,original_e4,0
equal_2q_budget_128,0.021811165221669187,-0.040819396767031224,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,positive_depth_only,4,cubic_spin_glass,-0.00950411577268102,auxiliary_inconsistency_rate,unadjusted_exploratory,5,fully_quadratized,all_designs_diagnostic,0.02522041473349636,original_e4,0
equal_2q_budget_128,1.169677330192847e-15,7.377245738732834e-17,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,positive_depth_only,4,cubic_spin_glass,6.217248937900876e-16,statevector_norm,unadjusted_exploratory,5,fully_quadratized,all_designs_diagnostic,4.413049240337539e-16,original_e4,0
equal_2q_budget_128,0.4579313652036854,-0.3057417860196313,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,positive_depth_only,4,cubic_spin_glass,0.07609478959202706,original_objective_mean,unadjusted_exploratory,5,fully_quadratized,all_designs_diagnostic,0.3075200506449707,original_e4,0
equal_2q_budget_128,5.791787556493526,-5.741087149989408,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,positive_depth_only,4,cubic_spin_glass,0.025350203252059344,encoded_energy_mean,unadjusted_exploratory,5,fully_quadratized,all_designs_diagnostic,4.644120600728863,original_e4,0
equal_2q_budget_128,0.0182519089863677,-0.013702466819049769,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,positive_depth_only,4,cubic_spin_glass,0.0022747210836589664,optimum_hit_rate,unadjusted_exploratory,5,fully_quadratized,all_designs_diagnostic,0.012867561535022283,original_e4,0
equal_2q_budget_128,0.013775142642180271,-0.033240850603201255,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,positive_depth_only,4,cubic_spin_glass,-0.009732853980510492,auxiliary_inconsistency_rate,unadjusted_exploratory,5,fully_quadratized,all_designs_diagnostic,0.01893265541780891,original_e4,0
