instance_id,candidate_id,topology,synthesis,seed,task_id,repetition,input_hash,semantic
max3sat_003,986196b4c5c2f04a08bdb4f7,ring12,canonical,1729,7330749a9882f53244699a29,repeat_a,fecedbba5952221d399950f5488a5b3e88da2c0917360a533f350bd96504bf33,False
max3sat_003,f3c3ed2024ecb6007c3d9ef0,ring12,canonical,1729,9e3efa28831defd76f8477bd,repeat_a,264fa8158c99dc98ecac9e9d1176d13d4a665daaf61cbd0883dfa1b2ddfb8816,False
max3sat_003,228c219dfd9e8f5770a8ffaa,ring12,canonical,1729,9198024e78d438eaa768c9f8,repeat_a,a5b5698f4e02f0b3f53cada0f964ae6402603b1988a10b3ca546c9e0b7043ebf,False
max3sat_003,3fe6c15d2366a7f0330286d5,ring12,canonical,1729,aff8c0fe8f9058fcb60f7a59,repeat_a,70a1983d241eaf6983305a3def50b5cd25215ffca4fcabc65874b5a632ef79f2,False
max3sat_003,4ad83ff06eb54f92e81daf1e,ring12,canonical,1729,d30d8b31ac7a47153a9387cd,repeat_a,b2f4ac79972b0743bd8e632893bafc54557e121ffbaf6db9df0af8476623d933,False
max3sat_003,7b3f4805478ff80d98957e93,ring12,canonical,1729,ea02956619d71cc417eb839e,repeat_a,553c4186d59fb8416edd77aece1b57723bfe30e5a968173a850fdae28717555d,False
max3sat_003,ed4444910982b8f3adfe3fe4,ring12,canonical,1729,d7e9552101ceb590d21c3b69,repeat_a,625ecb76a4bec026db25ad128ac3c00458d085c146b67163e0d626d927709688,False
max3sat_003,deef03269b1908f5dd36c186,ring12,canonical,1729,91a77286aa030cc5e976cb3b,repeat_a,fe40a8837146c9121d74e0490400df5c69c2c00128fc49ad495151cb11bd6454,False
max3sat_003,8f96b83b1f7b8f64e14c4b67,ring12,canonical,1729,e90014d0db5b8c52b980144b,repeat_a,b0929941599b269edb2a6dc0b17794f0af8da83bf22565dd2919fd8d8e1e6a40,False
max3sat_003,b56a14144b0fd382f1826a4e,ring12,canonical,1729,dede09f1e3542cdbb15deb69,repeat_a,c6f044bde55fabae6fe2476a92abe28cddda3d8b66de86b60cd5c18fd49eddd1,False
max3sat_003,97480c32a2e05e88d479ddd1,ring12,canonical,1729,e4749d17958f7523de987887,repeat_a,a1bd9126391bc823ad195fa9e1a9c7414d8479bc71c28fc266f8b07486cd0b9c,False
max3sat_003,17f7d52775a899b3eff04f12,ring12,canonical,1729,cfdd22a8d1fbbbab20a3bc79,repeat_a,732799ad448fc303a46acaa8db7aad4059d7fe73c18b27254f88f39bdfcd6fe6,False
max3sat_003,eab529dd033555d45d3a89bc,ring12,canonical,1729,a47d1684884cd444ec147065,repeat_a,6e3fc6b396d38dbe773ab3de45fed71b41aaee1cacaa0a8c4033f74f45cd6879,False
